credit_id,client_id,amount,duration,status,collateral_type,collateral_value
CR_1107,907,5000.0,60,Closed,Deposit,3529.93
CR_1108,673,,6,Closed,Deposit,0.0
CR_1109,742,500.0,12,Closed,Car,541.73
CR_1110,254,5000.0,24,Active,Deposit,4172.16
CR_1111,588,500.0,24,Closed,Real Estate,339.13
CR_1112,622,,6,Closed,Car,0.0
CR_1113,594,25000.0,12,Active,None,0.0
CR_1114,403,,24,Default,Real Estate,0.0
CR_1115,80,,12,Closed,None,0.0
CR_1116,783,1000.0,60,Default,None,0.0
CR_1117,596,,24,Default,Car,0.0
CR_1118,299,500.0,36,Closed,Car,352.13
CR_1119,749,25000.0,60,Closed,None,0.0
CR_1120,894,50000.0,6,Active,Real Estate,50591.55
CR_1121,374,500.0,36,Default,Real Estate,645.69
CR_1122,154,50000.0,24,Default,None,0.0
CR_1123,310,25000.0,12,Active,Car,32374.3
CR_1124,425,5000.0,36,Default,Car,6563.92
CR_1125,869,,36,Active,Real Estate,0.0
CR_1126,561,500.0,12,Default,None,0.0
CR_1127,771,,12,Closed,Car,0.0
CR_1128,538,,36,Closed,Car,0.0
CR_1129,821,500.0,60,Default,Real Estate,645.52
CR_1130,41,10000.0,6,Closed,Real Estate,10831.93
CR_1131,491,,60,Closed,Car,0.0
CR_1132,856,,24,Default,Deposit,0.0
CR_1133,91,25000.0,12,Default,Car,17419.79
CR_1134,903,500.0,24,Closed,Deposit,626.54
CR_1135,875,500.0,60,Default,Car,517.4
CR_1136,426,5000.0,6,Default,Real Estate,6267.76
CR_1137,892,50000.0,6,Closed,Deposit,29535.46
CR_1138,286,500.0,36,Default,Car,453.93
CR_1139,390,,6,Closed,Real Estate,0.0
CR_1140,439,1000.0,12,Active,Car,924.65
CR_1141,655,500.0,12,Active,Deposit,610.24
CR_1142,796,25000.0,60,Closed,Deposit,22005.0
CR_1143,451,500.0,12,Default,None,0.0
CR_1144,492,,6,Closed,Car,0.0
CR_1145,126,5000.0,6,Default,Deposit,5614.28
CR_1146,675,25000.0,12,Active,Car,24663.42
CR_1147,635,25000.0,12,Active,Car,36528.5
CR_1148,369,25000.0,24,Closed,Car,20413.42
CR_1149,421,,36,Active,Car,0.0
CR_1150,937,50000.0,36,Active,None,0.0
CR_1151,58,50000.0,24,Default,None,0.0
CR_1152,866,50000.0,12,Closed,Deposit,64649.39
CR_1153,721,25000.0,36,Closed,Deposit,23335.19
CR_1154,439,25000.0,24,Closed,Deposit,30919.22
CR_1155,616,,12,Closed,Deposit,0.0
CR_1156,705,,24,Closed,None,0.0
CR_1157,48,5000.0,24,Closed,None,0.0
CR_1158,473,10000.0,36,Active,Real Estate,6469.35
CR_1159,242,50000.0,6,Active,None,0.0
CR_1160,849,,36,Active,Real Estate,0.0
CR_1161,993,,24,Default,Deposit,0.0
CR_1162,656,25000.0,60,Active,Real Estate,34744.89
CR_1163,466,10000.0,6,Default,Deposit,14857.49
CR_1164,690,10000.0,6,Closed,Car,11423.82
CR_1165,2,,24,Default,Real Estate,0.0
CR_1166,577,5000.0,60,Active,None,0.0
CR_1167,1,50000.0,12,Default,Car,30258.84
CR_1168,101,25000.0,12,Active,Real Estate,34031.45
CR_1169,925,10000.0,24,Active,Real Estate,7250.15
CR_1170,669,10000.0,24,Active,Real Estate,14205.86
CR_1171,708,,36,Default,None,0.0
CR_1172,587,1000.0,6,Default,Deposit,971.02
CR_1173,913,500.0,6,Default,Real Estate,621.99
CR_1174,74,500.0,24,Active,Real Estate,474.78
CR_1175,329,50000.0,24,Default,Car,46619.79
CR_1176,793,50000.0,24,Active,None,0.0
CR_1177,245,50000.0,24,Closed,Deposit,36318.29
CR_1178,329,1000.0,36,Closed,Car,1108.54
CR_1179,388,5000.0,24,Closed,Deposit,6551.73
CR_1180,870,5000.0,36,Default,None,0.0
CR_1181,416,25000.0,6,Default,Car,22234.25
CR_1182,749,,24,Default,Real Estate,0.0
CR_1183,570,1000.0,12,Default,Car,760.13
CR_1184,267,1000.0,12,Closed,Real Estate,1053.46
CR_1185,242,50000.0,36,Default,Car,57044.87
CR_1186,503,10000.0,60,Default,Deposit,7309.86
CR_1187,559,500.0,12,Default,Real Estate,619.34
CR_1188,3,50000.0,6,Active,Deposit,74810.24
CR_1189,336,50000.0,60,Active,None,0.0
CR_1190,367,1000.0,36,Default,Real Estate,1234.1
CR_1191,50,5000.0,60,Default,Real Estate,4636.15
CR_1192,88,25000.0,6,Default,Car,35428.21
CR_1193,44,1000.0,36,Closed,Real Estate,778.01
CR_1194,853,1000.0,6,Default,Car,756.62
CR_1195,573,500.0,60,Active,Car,420.62
CR_1196,172,50000.0,12,Default,Deposit,59073.03
CR_1197,270,,36,Default,Real Estate,0.0
CR_1198,375,5000.0,12,Active,None,0.0
CR_1199,948,500.0,12,Default,Deposit,308.02
CR_1200,426,,24,Closed,Real Estate,0.0
CR_1201,390,1000.0,12,Active,Real Estate,916.01
CR_1202,322,10000.0,6,Closed,Car,11086.7
CR_1203,373,10000.0,36,Active,Real Estate,10154.6
CR_1204,477,,60,Default,Real Estate,0.0
CR_1205,604,25000.0,6,Default,Real Estate,26429.77
CR_1206,758,25000.0,60,Closed,Deposit,14998.73
CR_1207,416,1000.0,12,Closed,Car,835.23
CR_1208,571,10000.0,12,Active,Car,8191.5
CR_1209,622,50000.0,24,Active,Car,67213.28
CR_1210,687,50000.0,6,Default,Real Estate,32578.78
CR_1211,880,10000.0,24,Default,Real Estate,6259.1
CR_1212,571,500.0,60,Active,Car,497.71
CR_1213,719,500.0,6,Closed,Real Estate,255.12
CR_1214,603,,12,Active,Real Estate,0.0
CR_1215,177,50000.0,6,Closed,Deposit,40935.18
CR_1216,61,5000.0,36,Default,Car,4903.21
CR_1217,56,25000.0,24,Closed,Deposit,33285.49
CR_1218,11,500.0,60,Active,Car,689.08
CR_1219,855,1000.0,36,Active,Car,1430.56
CR_1220,543,10000.0,6,Closed,Car,7400.43
CR_1221,803,1000.0,12,Default,Deposit,821.42
CR_1222,4,,12,Closed,Real Estate,0.0
CR_1223,121,1000.0,60,Default,Real Estate,704.15
CR_1224,863,25000.0,24,Default,Real Estate,19997.83
CR_1225,335,5000.0,24,Default,None,0.0
CR_1226,537,50000.0,12,Closed,Real Estate,64256.51
CR_1227,571,50000.0,24,Active,Car,47224.31
CR_1228,309,50000.0,60,Default,Car,63088.82
CR_1229,715,,12,Closed,None,0.0
CR_1230,637,500.0,36,Default,Car,502.67
CR_1231,438,1000.0,36,Active,Real Estate,966.39
CR_1232,935,,24,Active,Car,0.0
CR_1233,754,,60,Active,None,0.0
CR_1234,583,5000.0,60,Closed,Car,4705.36
CR_1235,51,,12,Closed,Real Estate,0.0
CR_1236,667,1000.0,12,Active,Car,1343.66
CR_1237,686,25000.0,12,Default,None,0.0
CR_1238,294,50000.0,6,Default,Deposit,62078.3
CR_1239,468,25000.0,6,Default,Deposit,34718.89
CR_1240,20,50000.0,12,Active,Car,49607.42
CR_1241,140,10000.0,60,Default,None,0.0
CR_1242,372,50000.0,24,Closed,Deposit,28612.01
CR_1243,1000,,6,Closed,Car,0.0
CR_1244,989,10000.0,12,Closed,None,0.0
CR_1245,19,1000.0,12,Default,Car,924.04
CR_1246,440,5000.0,24,Active,Car,4308.54
CR_1247,744,50000.0,24,Closed,Real Estate,72750.21
CR_1248,78,50000.0,24,Active,None,0.0
CR_1249,489,5000.0,12,Default,Car,5466.97
CR_1250,581,50000.0,24,Default,Deposit,54726.4
CR_1251,740,10000.0,60,Active,None,0.0
CR_1252,642,10000.0,24,Active,Deposit,5390.61
CR_1253,182,50000.0,24,Closed,Deposit,42411.57
CR_1254,313,25000.0,6,Active,Car,17959.09
CR_1255,699,1000.0,60,Active,Deposit,1054.17
CR_1256,16,1000.0,60,Default,None,0.0
CR_1257,706,50000.0,12,Default,Car,48460.01
CR_1258,498,,60,Closed,Real Estate,0.0
CR_1259,984,500.0,12,Active,Car,599.39
CR_1260,856,10000.0,60,Default,Car,7660.84
CR_1261,58,10000.0,6,Closed,Car,5514.34
CR_1262,18,25000.0,60,Closed,Real Estate,33806.38
CR_1263,108,50000.0,60,Active,None,0.0
CR_1264,438,10000.0,24,Closed,Car,6158.46
CR_1265,900,5000.0,60,Closed,Deposit,7137.99
CR_1266,651,25000.0,12,Default,Car,14958.24
CR_1267,425,5000.0,12,Closed,Deposit,7307.64
CR_1268,763,,60,Active,None,0.0
CR_1269,907,500.0,60,Closed,Deposit,540.19
CR_1270,477,1000.0,36,Active,Car,664.89
CR_1271,763,10000.0,6,Closed,Real Estate,6610.59
CR_1272,343,5000.0,12,Default,Car,4105.81
CR_1273,423,1000.0,24,Active,Deposit,1276.19
CR_1274,441,50000.0,12,Default,Real Estate,27806.52
CR_1275,221,10000.0,6,Active,Car,5328.42
CR_1276,708,25000.0,36,Default,Real Estate,27653.38
CR_1277,322,5000.0,36,Active,None,0.0
CR_1278,379,25000.0,36,Active,Deposit,13685.88
CR_1279,353,10000.0,60,Default,Car,13806.71
CR_1280,544,50000.0,6,Active,Car,41691.29
CR_1281,69,10000.0,36,Closed,Deposit,10422.03
CR_1282,132,50000.0,12,Default,Real Estate,41730.43
CR_1283,780,25000.0,60,Active,Car,20856.57
CR_1284,922,10000.0,36,Closed,Real Estate,12295.81
CR_1285,127,500.0,6,Active,Deposit,335.58
CR_1286,810,500.0,6,Default,Car,431.25
CR_1287,571,5000.0,60,Closed,None,0.0
CR_1288,85,50000.0,60,Active,Real Estate,61275.21
CR_1289,316,1000.0,36,Default,None,0.0
CR_1290,402,5000.0,36,Active,Real Estate,7389.63
CR_1291,250,50000.0,6,Closed,Car,27788.78
CR_1292,959,25000.0,6,Closed,Deposit,25423.96
CR_1293,190,,36,Closed,None,0.0
CR_1294,332,5000.0,6,Closed,None,0.0
CR_1295,4,50000.0,12,Default,Real Estate,25548.89
CR_1296,146,50000.0,24,Default,Car,39859.46
CR_1297,227,50000.0,12,Active,Deposit,71050.56
CR_1298,153,,12,Default,None,0.0
CR_1299,161,50000.0,24,Default,None,0.0
CR_1300,219,,24,Active,Deposit,0.0
CR_1301,395,1000.0,60,Active,None,0.0
CR_1302,607,50000.0,6,Default,Car,39536.36
CR_1303,838,500.0,12,Closed,Car,569.71
CR_1304,641,500.0,60,Closed,Car,562.25
CR_1305,687,500.0,6,Active,Deposit,556.11
CR_1306,122,50000.0,60,Default,Car,69748.66
CR_1307,702,25000.0,36,Closed,Deposit,24861.92
CR_1308,940,25000.0,60,Closed,Car,37353.13
CR_1309,591,25000.0,60,Active,Car,23339.12
CR_1310,41,25000.0,12,Closed,None,0.0
CR_1311,715,500.0,24,Active,None,0.0
CR_1312,314,10000.0,6,Closed,None,0.0
CR_1313,22,50000.0,6,Default,None,0.0
CR_1314,42,5000.0,24,Closed,Real Estate,5050.88
CR_1315,159,10000.0,60,Active,Deposit,13444.5
CR_1316,585,,36,Default,Deposit,0.0
CR_1317,379,500.0,24,Closed,Real Estate,538.55
CR_1318,337,25000.0,6,Default,Real Estate,14051.46
CR_1319,163,1000.0,36,Active,Car,579.0
CR_1320,268,10000.0,24,Active,None,0.0
CR_1321,657,5000.0,6,Closed,Car,5918.21
CR_1322,941,5000.0,36,Default,Real Estate,3656.1
CR_1323,334,5000.0,6,Closed,None,0.0
CR_1324,339,1000.0,12,Default,Real Estate,1327.83
CR_1325,311,50000.0,12,Default,None,0.0
CR_1326,565,50000.0,12,Closed,Car,47202.1
CR_1327,815,25000.0,36,Default,None,0.0
CR_1328,838,10000.0,12,Closed,Deposit,9783.04
CR_1329,711,1000.0,6,Default,Car,760.66
CR_1330,615,500.0,60,Default,Real Estate,489.85
CR_1331,802,25000.0,36,Active,Deposit,28697.35
CR_1332,223,1000.0,6,Active,Real Estate,1119.8
CR_1333,34,1000.0,12,Active,Real Estate,806.13
CR_1334,397,500.0,36,Closed,Car,542.96
CR_1335,269,25000.0,6,Default,None,0.0
CR_1336,541,5000.0,24,Default,None,0.0
CR_1337,425,,36,Active,Deposit,0.0
CR_1338,4,1000.0,60,Closed,Car,627.29
CR_1339,937,5000.0,60,Default,None,0.0
CR_1340,631,5000.0,36,Closed,None,0.0
CR_1341,620,5000.0,24,Active,Car,2927.42
CR_1342,98,10000.0,6,Active,None,0.0
CR_1343,928,50000.0,6,Default,None,0.0
CR_1344,676,50000.0,6,Default,Deposit,56052.76
CR_1345,677,50000.0,24,Closed,Deposit,61934.98
CR_1346,67,25000.0,6,Active,Deposit,36397.96
CR_1347,186,25000.0,24,Active,Deposit,28445.09
CR_1348,690,5000.0,6,Active,Deposit,5920.75
CR_1349,28,500.0,12,Active,Car,297.78
CR_1350,300,25000.0,60,Active,None,0.0
CR_1351,954,1000.0,36,Active,None,0.0
CR_1352,97,,6,Closed,Car,0.0
CR_1353,250,1000.0,60,Active,Car,1274.39
CR_1354,617,500.0,36,Active,Real Estate,654.76
CR_1355,22,5000.0,24,Active,Car,3917.44
CR_1356,602,25000.0,6,Closed,Real Estate,13404.72
CR_1357,248,1000.0,6,Active,Deposit,1364.37
CR_1358,716,,24,Default,Deposit,0.0
CR_1359,203,50000.0,24,Closed,Deposit,54016.67
CR_1360,750,,6,Active,Car,0.0
CR_1361,973,50000.0,36,Default,Real Estate,46073.83
CR_1362,813,5000.0,60,Closed,Real Estate,5003.93
CR_1363,9,5000.0,24,Closed,Real Estate,6430.25
CR_1364,4,500.0,60,Default,Car,436.12
CR_1365,715,5000.0,60,Active,None,0.0
CR_1366,526,500.0,12,Active,Car,563.77
CR_1367,87,5000.0,12,Active,Real Estate,5211.49
CR_1368,510,5000.0,36,Active,None,0.0
CR_1369,65,5000.0,60,Active,None,0.0
CR_1370,929,1000.0,36,Closed,None,0.0
CR_1371,323,500.0,60,Active,Deposit,666.94
CR_1372,493,5000.0,36,Active,Real Estate,3004.57
CR_1373,707,500.0,36,Default,Car,598.63
CR_1374,23,,24,Closed,None,0.0
CR_1375,169,,60,Default,Deposit,0.0
CR_1376,643,5000.0,12,Active,Deposit,4737.82
CR_1377,24,1000.0,24,Closed,Car,593.28
CR_1378,272,1000.0,12,Active,None,0.0
CR_1379,368,50000.0,60,Active,None,0.0
CR_1380,798,10000.0,60,Active,Real Estate,12730.74
CR_1381,885,1000.0,24,Active,None,0.0
CR_1382,561,10000.0,24,Active,Real Estate,6072.53
CR_1383,126,50000.0,24,Closed,Deposit,55850.72
CR_1384,397,50000.0,6,Default,Real Estate,51315.38
CR_1385,742,,24,Active,Deposit,0.0
CR_1386,227,25000.0,36,Closed,Car,14985.6
CR_1387,633,500.0,36,Closed,None,0.0
CR_1388,790,50000.0,60,Closed,Real Estate,69300.88
CR_1389,346,1000.0,12,Default,Car,502.65
CR_1390,888,10000.0,12,Closed,Car,11260.85
CR_1391,563,1000.0,36,Active,Deposit,1456.51
CR_1392,715,,12,Default,None,0.0
CR_1393,184,5000.0,36,Default,Car,6750.69
CR_1394,705,50000.0,36,Closed,Car,72932.18
CR_1395,208,50000.0,6,Active,Car,64417.73
CR_1396,322,25000.0,6,Closed,None,0.0
CR_1397,324,5000.0,36,Active,Deposit,5044.86
CR_1398,433,50000.0,6,Active,Deposit,32173.75
CR_1399,972,,6,Default,Deposit,0.0
CR_1400,910,5000.0,12,Default,Car,5501.76
CR_1401,54,5000.0,60,Closed,None,0.0
CR_1402,469,5000.0,60,Default,None,0.0
CR_1403,523,500.0,6,Active,None,0.0
CR_1404,793,50000.0,60,Default,Deposit,66418.72
CR_1405,948,50000.0,60,Default,None,0.0
CR_1406,615,25000.0,60,Active,Real Estate,26923.84
CR_1407,271,25000.0,60,Default,Car,22431.05
CR_1408,562,,12,Active,Car,0.0
CR_1409,36,1000.0,36,Default,Car,567.69
CR_1410,874,1000.0,24,Default,Deposit,1081.27
CR_1411,728,25000.0,6,Closed,Deposit,24421.03
CR_1412,816,25000.0,24,Closed,None,0.0
CR_1413,736,5000.0,12,Active,None,0.0
CR_1414,649,10000.0,36,Active,Real Estate,7471.69
CR_1415,211,1000.0,36,Active,Car,588.21
CR_1416,192,5000.0,12,Closed,Real Estate,4574.46
CR_1417,70,5000.0,36,Default,Real Estate,3958.29
CR_1418,4,5000.0,24,Default,None,0.0
CR_1419,820,50000.0,60,Closed,None,0.0
CR_1420,889,500.0,6,Default,Deposit,609.22
CR_1421,301,,60,Default,Real Estate,0.0
CR_1422,557,,6,Default,None,0.0
CR_1423,114,,12,Active,Deposit,0.0
CR_1424,183,5000.0,12,Default,Real Estate,6611.39
CR_1425,602,50000.0,36,Active,Real Estate,74316.71
CR_1426,713,25000.0,36,Closed,Deposit,34991.84
CR_1427,667,5000.0,6,Default,Deposit,7195.18
CR_1428,597,1000.0,24,Default,Real Estate,1402.56
CR_1429,127,50000.0,24,Closed,None,0.0
CR_1430,520,,6,Default,Car,0.0
CR_1431,403,50000.0,12,Default,Real Estate,54225.93
CR_1432,87,,24,Closed,Deposit,0.0
CR_1433,827,500.0,36,Closed,Deposit,683.52
CR_1434,688,,24,Default,Car,0.0
CR_1435,565,1000.0,36,Closed,Real Estate,799.4
CR_1436,209,50000.0,24,Default,None,0.0
CR_1437,196,10000.0,60,Closed,Car,13618.32
CR_1438,76,1000.0,36,Default,None,0.0
CR_1439,541,10000.0,24,Default,Real Estate,6905.35
CR_1440,418,50000.0,36,Default,Deposit,57347.64
CR_1441,953,500.0,36,Active,Car,306.11
CR_1442,616,1000.0,6,Closed,None,0.0
CR_1443,549,1000.0,36,Active,Deposit,1104.96
CR_1444,581,25000.0,24,Active,Deposit,26124.62
CR_1445,993,500.0,24,Closed,Car,639.42
CR_1446,69,500.0,60,Active,Deposit,319.93
CR_1447,249,10000.0,6,Active,None,0.0
CR_1448,103,1000.0,60,Default,Car,792.85
CR_1449,244,1000.0,36,Default,Car,678.9
CR_1450,690,5000.0,6,Default,Car,7428.73
CR_1451,436,50000.0,6,Default,Car,39804.69
CR_1452,770,50000.0,24,Active,Deposit,44963.87
CR_1453,88,1000.0,12,Closed,None,0.0
CR_1454,652,1000.0,60,Closed,Car,1131.95
CR_1455,614,1000.0,6,Closed,Car,713.07
CR_1456,347,1000.0,60,Closed,Deposit,867.44
CR_1457,455,5000.0,24,Closed,Car,7380.63
CR_1458,586,1000.0,24,Active,None,0.0
CR_1459,551,1000.0,24,Active,Deposit,740.1
CR_1460,726,1000.0,60,Default,Deposit,703.21
CR_1461,574,,12,Closed,Car,0.0
CR_1462,383,25000.0,24,Closed,Real Estate,15488.24
CR_1463,461,10000.0,12,Default,None,0.0
CR_1464,579,50000.0,12,Default,Real Estate,54218.53
CR_1465,806,50000.0,36,Default,Deposit,45253.46
CR_1466,281,1000.0,12,Default,None,0.0
CR_1467,675,50000.0,12,Closed,Real Estate,27398.85
CR_1468,385,50000.0,36,Closed,Real Estate,67270.32
CR_1469,478,1000.0,36,Active,Car,593.14
CR_1470,302,10000.0,12,Closed,Real Estate,9498.27
CR_1471,774,50000.0,36,Active,Real Estate,27346.93
CR_1472,404,25000.0,12,Closed,Car,29031.04
CR_1473,36,,36,Active,Real Estate,0.0
CR_1474,577,500.0,6,Closed,Car,649.35
CR_1475,907,25000.0,12,Closed,None,0.0
CR_1476,510,1000.0,24,Default,Car,862.13
CR_1477,152,50000.0,60,Default,Deposit,54832.1
CR_1478,492,10000.0,60,Default,Car,13177.92
CR_1479,938,1000.0,60,Closed,Car,1061.42
CR_1480,497,5000.0,24,Default,Real Estate,2945.65
CR_1481,801,10000.0,6,Active,Real Estate,11825.13
CR_1482,763,1000.0,6,Closed,Car,995.18
CR_1483,969,1000.0,36,Closed,Car,1013.84
CR_1484,303,,60,Active,Real Estate,0.0
CR_1485,61,500.0,24,Default,Deposit,326.48
CR_1486,29,25000.0,6,Closed,Real Estate,29170.12
CR_1487,221,,24,Default,Car,0.0
CR_1488,402,5000.0,60,Closed,Deposit,6650.72
CR_1489,481,1000.0,36,Closed,Deposit,1380.51
CR_1490,149,1000.0,24,Closed,Car,1107.94
CR_1491,151,25000.0,12,Closed,Real Estate,36891.51
CR_1492,110,5000.0,36,Active,Deposit,3679.71
CR_1493,350,1000.0,36,Closed,None,0.0
CR_1494,343,1000.0,6,Active,None,0.0
CR_1495,680,10000.0,6,Default,Car,10804.3
CR_1496,599,10000.0,60,Active,None,0.0
CR_1497,482,1000.0,60,Closed,None,0.0
CR_1498,632,10000.0,36,Active,Deposit,9682.78
CR_1499,995,,12,Closed,Real Estate,0.0
CR_1500,29,25000.0,12,Active,None,0.0
