credit_id,client_id,amount,duration,status,collateral_type,collateral_value,collateral_ratio,name,age,job,city,is_legal,base_pd,lgd,reserves_for_bank
CR_437,289,50000.0,36,Default,Car,54144.18,108.28836,Client_289,27,Security,Frankfurt,True,0.09,0.4,1799.9999999999998
CR_438,122,5000.0,24,Default,Deposit,0.0,0.0,Client_122,58,Brewer,Hamburg,True,0.04,0.2,40.0
CR_439,991,10000.0,6,Default,Deposit,7621.16,76.2116,Client_991,28,Student,Sulgen,True,0.25,0.2,500.0
CR_440,67,50000.0,36,Active,Deposit,66915.38,133.83076,Client_67,65,Seller,Frankfurt,True,0.06,0.2,600.0
CR_441,69,500.0,24,Default,Deposit,577.68,115.536,Client_69,66,Engineer,Vs,True,0.03,0.2,3.0
CR_442,804,1000.0,60,Default,Nothing,0.0,0.0,Client_804,37,Teacher,Dunningen,True,0.02,0.8,16.0
CR_443,91,50000.0,12,Active,Nothing,0.0,0.0,Client_91,37,IT Specialist,Vs,True,0.02,0.8,800.0
CR_444,587,1000.0,36,Default,Deposit,1377.87,137.787,Client_587,20,Brewer,Vs,True,0.04,0.2,8.0
CR_445,896,50000.0,36,Active,Deposit,51374.49,102.74898,Client_896,18,IT Specialist,Bratslaw,True,0.02,0.2,200.0
CR_446,860,5000.0,36,Closed,Real Estate,4896.88,97.9376,Client_860,70,Police worker,Frankfurt,True,0.04,0.2,40.0
CR_447,456,25000.0,6,Active,Nothing,0.0,0.0,Client_456,53,Student,Frankfurt,True,0.25,0.8,5000.0
CR_448,873,5000.0,12,Default,Nothing,0.0,0.0,Client_873,57,Student,Dunningen,True,0.25,0.8,1000.0
CR_449,979,50000.0,12,Closed,Car,69550.33,139.10066,Client_979,33,Security,Offenburg,True,0.09,0.4,1799.9999999999998
CR_450,428,500.0,12,Closed,Deposit,650.67,130.134,Client_428,69,Director,Vs,True,0.01,0.2,1.0
CR_451,799,50000.0,24,Active,Real Estate,27825.96,55.65192,Client_799,19,Manager,Sulgen,True,0.05,0.2,500.0000000000001
CR_452,949,25000.0,36,Closed,Real Estate,22843.23,91.37292,Client_949,18,Pensioner,Frankfurt,True,0.08,0.2,400.0
CR_453,345,25000.0,60,Default,Real Estate,34601.25,138.405,Client_345,71,Pensioner,Dunningen,True,0.08,0.2,400.0
CR_454,746,5000.0,60,Closed,Real Estate,0.0,0.0,Client_746,72,Teacher,Offenburg,True,0.02,0.2,20.0
CR_455,613,500.0,6,Active,Nothing,0.0,0.0,Client_613,47,Director,Tuttlingen,True,0.01,0.8,4.0
CR_456,249,10000.0,24,Closed,Car,13156.11,131.5611,Client_249,74,Manager,Hamburg,True,0.05,0.4,200.00000000000003
CR_457,352,500.0,24,Closed,Real Estate,364.07,72.81400000000001,Client_352,58,Security,Tuttlingen,True,0.09,0.2,9.0
CR_458,503,10000.0,60,Active,Car,10251.81,102.5181,Client_503,54,Student,Berlin,True,0.25,0.4,1000.0
CR_459,156,25000.0,24,Active,Real Estate,36858.75,147.435,Client_156,22,Seller,Berlin,True,0.06,0.2,300.0
CR_460,181,5000.0,60,Active,Real Estate,3762.18,75.2436,Client_181,44,Driver,Stuttgart,True,0.12,0.2,120.0
CR_461,507,50000.0,36,Active,Car,42103.19,84.20638,Client_507,39,Director,Bratslaw,True,0.01,0.4,200.0
CR_462,777,25000.0,60,Default,Car,34494.58,137.97832,Client_777,58,Manager,Frankfurt,True,0.05,0.4,500.0000000000001
CR_463,633,1000.0,6,Closed,Car,617.92,61.792,Client_633,44,Driver,Bratslaw,True,0.12,0.4,48.0
CR_464,988,500.0,24,Default,Real Estate,291.66,58.33200000000001,Client_988,37,Teacher,Frankfurt,True,0.02,0.2,2.0
CR_465,492,25000.0,12,Default,Real Estate,36148.82,144.59528,Client_492,17,Police worker,Offenburg,False,0.048,0.2,240.00000000000003
CR_466,633,50000.0,36,Default,Real Estate,45738.24,91.47648,Client_633,44,Driver,Bratslaw,True,0.12,0.2,1200.0
CR_467,75,500.0,12,Default,Nothing,0.0,0.0,Client_75,49,Engineer,Offenburg,True,0.03,0.8,12.0
CR_468,725,5000.0,12,Active,Nothing,0.0,0.0,Client_725,40,Unemployed,Dunningen,True,0.3,0.8,1200.0
CR_469,575,10000.0,24,Closed,Real Estate,10177.85,101.7785,Client_575,42,Police worker,Hardt,True,0.04,0.2,80.0
CR_470,322,25000.0,36,Closed,Nothing,0.0,0.0,Client_322,63,Student,Bratslaw,True,0.25,0.8,5000.0
CR_471,789,5000.0,60,Closed,Deposit,6109.53,122.1906,Client_789,49,Manager,Rottweil,True,0.05,0.2,50.00000000000001
CR_472,437,5000.0,12,Closed,Deposit,4727.78,94.5556,Client_437,51,Director,Hamburg,True,0.01,0.2,10.0
CR_473,994,1000.0,36,Default,Deposit,583.12,58.312,Client_994,59,Unemployed,Hamburg,True,0.3,0.2,60.0
CR_474,173,25000.0,12,Active,Car,21531.73,86.12692,Client_173,43,IT Specialist,Vs,True,0.02,0.4,200.0
CR_475,620,10000.0,12,Active,Nothing,0.0,0.0,Client_620,21,Director,Rottweil,True,0.01,0.8,80.0
CR_476,866,25000.0,24,Active,Car,15665.08,62.660320000000006,Client_866,47,Driver,Hardt,True,0.12,0.4,1200.0
CR_477,96,50000.0,36,Closed,Nothing,0.0,0.0,Client_96,31,Driver,Vs,True,0.12,0.8,4800.0
CR_478,310,5000.0,12,Default,Deposit,2860.32,57.2064,Client_310,49,Sportsman,Frankfurt,True,0.08,0.2,80.0
CR_479,783,25000.0,12,Active,Deposit,27522.39,110.08956,Client_783,29,Director,Bratslaw,True,0.01,0.2,50.0
CR_480,189,5000.0,6,Default,Nothing,0.0,0.0,Client_189,43,Teacher,Baden-Baden,True,0.02,0.8,80.0
CR_481,100,1000.0,12,Closed,Nothing,0.0,0.0,Client_100,51,Manager,Schramberg,True,0.05,0.8,40.00000000000001
CR_482,538,1000.0,12,Active,Deposit,1134.09,113.40899999999998,Client_538,62,Security,Rottweil,True,0.09,0.2,18.0
CR_483,799,25000.0,24,Active,Car,28409.05,113.6362,Client_799,19,Manager,Sulgen,True,0.05,0.4,500.0000000000001
CR_484,558,50000.0,12,Active,Nothing,0.0,0.0,Client_558,45,Police worker,Stuttgart,True,0.04,0.8,1600.0
CR_485,352,50000.0,6,Default,Deposit,47960.18,95.92036,Client_352,58,Security,Tuttlingen,True,0.09,0.2,899.9999999999999
CR_486,30,10000.0,60,Closed,Real Estate,10458.41,104.5841,Client_30,50,Unemployed,Tuttlingen,True,0.3,0.2,600.0
CR_487,543,25000.0,60,Closed,Nothing,0.0,0.0,Client_543,33,IT Specialist,Hardt,True,0.02,0.8,400.0
CR_488,740,25000.0,36,Default,Deposit,19842.31,79.36924,Client_740,26,Brewer,Sulgen,True,0.04,0.2,200.0
CR_489,952,5000.0,24,Closed,Nothing,0.0,0.0,Client_952,22,IT Specialist,Dunningen,True,0.02,0.8,80.0
CR_490,222,25000.0,6,Active,Real Estate,27464.03,109.85612,Client_222,52,Security,Offenburg,True,0.09,0.2,449.99999999999994
CR_491,365,10000.0,24,Active,Nothing,0.0,0.0,Client_365,32,Student,Hamburg,True,0.25,0.8,2000.0
CR_492,754,25000.0,12,Active,Car,25147.69,100.59076,Client_754,36,Brewer,Hamburg,True,0.04,0.4,400.0
CR_493,563,5000.0,6,Default,Car,0.0,0.0,Client_563,71,Unemployed,Berlin,True,0.3,0.4,600.0
CR_494,177,1000.0,24,Default,Real Estate,529.31,52.931,Client_177,40,Sportsman,Baden-Baden,True,0.08,0.2,16.0
CR_495,644,1000.0,12,Active,Nothing,0.0,0.0,Client_644,57,IT Specialist,Stuttgart,True,0.02,0.8,16.0
CR_496,754,10000.0,36,Default,Deposit,11877.76,118.7776,Client_754,36,Brewer,Hamburg,True,0.04,0.2,80.0
CR_497,810,25000.0,36,Default,Car,37276.03,149.10412,Client_810,58,Driver,Hardt,True,0.12,0.4,1200.0
CR_498,803,500.0,6,Closed,Real Estate,432.81,86.56200000000001,Client_803,39,Seller,Tuttlingen,True,0.06,0.2,6.0
CR_499,548,5000.0,36,Default,Nothing,0.0,0.0,Client_548,48,IT Specialist,Stuttgart,True,0.02,0.8,80.0
CR_500,921,5000.0,6,Active,Nothing,0.0,0.0,Client_921,47,Director,Hardt,True,0.01,0.8,40.0
CR_501,696,25000.0,12,Closed,Nothing,0.0,0.0,Client_696,16,Police worker,Bratslaw,False,0.048,0.8,960.0000000000001
CR_502,154,10000.0,6,Closed,Real Estate,9944.55,99.4455,Client_154,17,Sportsman,Dunningen,False,0.096,0.2,192.00000000000003
CR_503,664,5000.0,12,Active,Real Estate,0.0,0.0,Client_664,65,Engineer,Hamburg,True,0.03,0.2,30.0
CR_504,965,1000.0,6,Closed,Real Estate,1012.9,101.29,Client_965,66,IT Specialist,Rottweil,True,0.02,0.2,4.0
CR_505,180,500.0,60,Default,Deposit,399.35,79.87,Client_180,38,Student,Frankfurt,True,0.25,0.2,25.0
CR_506,73,25000.0,60,Default,Deposit,32592.79,130.37116,Client_73,36,Brewer,Baden-Baden,True,0.04,0.2,200.0
CR_507,715,5000.0,60,Active,Nothing,0.0,0.0,Client_715,31,Pensioner,Vs,True,0.08,0.8,320.0
CR_508,97,500.0,60,Active,Nothing,0.0,0.0,Client_97,63,Sportsman,Frankfurt,True,0.08,0.8,32.0
CR_509,848,50000.0,24,Active,Nothing,0.0,0.0,Client_848,75,Sportsman,Sulgen,True,0.08,0.8,3200.0
CR_510,138,50000.0,12,Default,Deposit,63751.88,127.50376,Client_138,37,Driver,Offenburg,True,0.12,0.2,1200.0
CR_511,960,500.0,12,Closed,Nothing,0.0,0.0,Client_960,68,Engineer,Stuttgart,True,0.03,0.8,12.0
CR_512,731,500.0,12,Default,Deposit,567.6,113.52,Client_731,32,Engineer,Hardt,True,0.03,0.2,3.0
CR_513,359,500.0,36,Closed,Nothing,0.0,0.0,Client_359,69,Pensioner,Berlin,True,0.08,0.8,32.0
CR_514,254,500.0,36,Closed,Car,674.39,134.878,Client_254,58,Manager,Sulgen,True,0.05,0.4,10.000000000000002
CR_515,794,50000.0,12,Active,Car,33307.26,66.61452,Client_794,53,Brewer,Baden-Baden,True,0.04,0.4,800.0
CR_516,843,5000.0,36,Active,Nothing,0.0,0.0,Client_843,25,Seller,Stuttgart,True,0.06,0.8,240.0
CR_517,208,5000.0,12,Active,Real Estate,3801.9,76.03800000000001,Client_208,74,Manager,Schramberg,True,0.05,0.2,50.00000000000001
CR_518,467,50000.0,24,Closed,Deposit,48723.93,97.44786,Client_467,75,Pensioner,Hamburg,True,0.08,0.2,800.0
CR_519,323,50000.0,24,Closed,Car,55371.59,110.74317999999998,Client_323,33,Sportsman,Hardt,True,0.08,0.4,1600.0
CR_520,250,50000.0,12,Default,Car,26883.98,53.76796,Client_250,20,Brewer,Hardt,True,0.04,0.4,800.0
CR_521,422,25000.0,60,Active,Nothing,0.0,0.0,Client_422,66,Manager,Hamburg,True,0.05,0.8,1000.0000000000002
CR_522,627,50000.0,60,Active,Real Estate,33038.43,66.07686000000001,Client_627,58,Seller,Rottweil,True,0.06,0.2,600.0
CR_523,631,500.0,6,Active,Real Estate,582.74,116.548,Client_631,41,Director,Dunningen,True,0.01,0.2,1.0
CR_524,217,5000.0,36,Active,Car,0.0,0.0,Client_217,25,Sportsman,Dunningen,True,0.08,0.4,160.0
CR_525,891,50000.0,60,Closed,Car,41321.07,82.64214,Client_891,18,Pensioner,Hamburg,True,0.08,0.4,1600.0
CR_526,944,5000.0,36,Closed,Deposit,5022.5,100.45,Client_944,74,Driver,Rottweil,True,0.12,0.2,120.0
CR_527,425,50000.0,6,Active,Car,58546.55,117.09310000000002,Client_425,23,Manager,Frankfurt,True,0.05,0.4,1000.0000000000002
CR_528,580,500.0,60,Closed,Real Estate,725.87,145.174,Client_580,30,Driver,Baden-Baden,True,0.12,0.2,12.0
CR_529,259,25000.0,36,Default,Deposit,30361.51,121.44603999999998,Client_259,18,IT Specialist,Hardt,True,0.02,0.2,100.0
CR_530,236,500.0,6,Closed,Real Estate,585.43,117.08599999999998,Client_236,52,Seller,Hardt,True,0.06,0.2,6.0
CR_531,854,5000.0,36,Active,Car,3142.69,62.85380000000001,Client_854,21,Pensioner,Hamburg,True,0.08,0.4,160.0
CR_532,892,1000.0,6,Closed,Car,940.03,94.003,Client_892,56,IT Specialist,Baden-Baden,True,0.02,0.4,8.0
CR_533,83,25000.0,24,Closed,Deposit,23688.04,94.75216,Client_83,40,Engineer,Rottweil,True,0.03,0.2,150.0
CR_534,643,500.0,12,Closed,Nothing,0.0,0.0,Client_643,63,Student,Schramberg,True,0.25,0.8,100.0
CR_535,185,500.0,36,Default,Deposit,644.25,128.85,Client_185,29,Sportsman,Frankfurt,True,0.08,0.2,8.0
CR_536,916,25000.0,6,Active,Nothing,0.0,0.0,Client_916,56,Director,Sulgen,True,0.01,0.8,200.0
CR_537,208,500.0,60,Closed,Nothing,0.0,0.0,Client_208,74,Manager,Schramberg,True,0.05,0.8,20.000000000000004
CR_538,776,25000.0,12,Default,Car,27965.54,111.86216,Client_776,53,Police worker,Berlin,True,0.04,0.4,400.0
CR_539,436,5000.0,24,Default,Real Estate,5530.36,110.6072,Client_436,38,Unemployed,Tuttlingen,True,0.3,0.2,300.0
CR_540,249,10000.0,24,Closed,Deposit,12446.07,124.4607,Client_249,74,Manager,Hamburg,True,0.05,0.2,100.00000000000001
CR_541,604,25000.0,36,Default,Car,35524.51,142.09804000000003,Client_604,35,Sportsman,Frankfurt,True,0.08,0.4,800.0
CR_542,570,500.0,24,Closed,Real Estate,594.34,118.868,Client_570,25,Pensioner,Munich,True,0.08,0.2,8.0
CR_543,23,10000.0,24,Default,Deposit,5665.74,56.6574,Client_23,34,Police worker,Schramberg,True,0.04,0.2,80.0
CR_544,643,10000.0,60,Closed,Car,8721.05,87.2105,Client_643,63,Student,Schramberg,True,0.25,0.4,1000.0
CR_545,396,50000.0,36,Active,Car,57449.64,114.89928,Client_396,21,Pensioner,Schramberg,True,0.08,0.4,1600.0
CR_546,732,5000.0,36,Active,Nothing,0.0,0.0,Client_732,40,IT Specialist,Dunningen,True,0.02,0.8,80.0
CR_547,238,500.0,6,Default,Car,504.47,100.894,Client_238,36,Unemployed,Schramberg,True,0.3,0.4,60.0
CR_548,462,10000.0,60,Default,Real Estate,9337.08,93.3708,Client_462,73,Engineer,Frankfurt,True,0.03,0.2,60.0
CR_549,122,50000.0,24,Default,Deposit,28546.49,57.09298,Client_122,58,Brewer,Hamburg,True,0.04,0.2,400.0
CR_550,232,10000.0,6,Active,Car,7773.93,77.7393,Client_232,46,Brewer,Baden-Baden,True,0.04,0.4,160.0
CR_551,898,5000.0,36,Closed,Nothing,0.0,0.0,Client_898,69,Engineer,Rottweil,True,0.03,0.8,120.0
CR_552,387,10000.0,24,Closed,Car,5319.32,53.1932,Client_387,61,Police worker,Frankfurt,True,0.04,0.4,160.0
CR_553,307,10000.0,60,Active,Car,14597.72,145.97719999999998,Client_307,64,Security,Hamburg,True,0.09,0.4,360.0
CR_554,749,5000.0,60,Closed,Real Estate,6371.02,127.4204,Client_749,49,Sportsman,Frankfurt,True,0.08,0.2,80.0
CR_555,902,5000.0,12,Active,Deposit,0.0,0.0,Client_902,55,Director,Dunningen,True,0.01,0.2,10.0
CR_556,324,1000.0,60,Active,Real Estate,1314.44,131.44400000000002,Client_324,51,Driver,Vs,True,0.12,0.2,24.0
CR_557,607,500.0,24,Active,Deposit,653.18,130.636,Client_607,17,Police worker,Offenburg,False,0.048,0.2,4.800000000000001
CR_558,122,25000.0,60,Active,Nothing,0.0,0.0,Client_122,58,Brewer,Hamburg,True,0.04,0.8,800.0
CR_559,181,1000.0,60,Closed,Car,1274.45,127.445,Client_181,44,Driver,Stuttgart,True,0.12,0.4,48.0
CR_560,347,5000.0,12,Default,Nothing,0.0,0.0,Client_347,69,Director,Baden-Baden,True,0.01,0.8,40.0
CR_561,192,500.0,6,Active,Car,738.26,147.65200000000002,Client_192,32,IT Specialist,Dunningen,True,0.02,0.4,4.0
CR_562,757,25000.0,12,Closed,Real Estate,18404.84,73.61936,Client_757,72,Engineer,Rottweil,True,0.03,0.2,150.0
CR_563,74,10000.0,36,Active,Real Estate,8481.01,84.8101,Client_74,24,Director,Hardt,True,0.01,0.2,20.0
CR_564,201,5000.0,12,Active,Nothing,0.0,0.0,Client_201,52,Manager,Bratslaw,True,0.05,0.8,200.00000000000003
CR_565,731,500.0,60,Closed,Nothing,0.0,0.0,Client_731,32,Engineer,Hardt,True,0.03,0.8,12.0
CR_566,515,1000.0,24,Active,Nothing,0.0,0.0,Client_515,59,Police worker,Munich,True,0.04,0.8,32.0
CR_567,632,5000.0,60,Closed,Car,0.0,0.0,Client_632,54,Seller,Munich,True,0.06,0.4,120.0
CR_568,671,500.0,12,Active,Nothing,0.0,0.0,Client_671,47,Unemployed,Vs,True,0.3,0.8,120.0
CR_569,538,50000.0,12,Closed,Car,61424.84,122.84967999999998,Client_538,62,Security,Rottweil,True,0.09,0.4,1799.9999999999998
CR_570,733,10000.0,12,Active,Real Estate,11390.42,113.90420000000002,Client_733,49,Unemployed,Rottweil,True,0.3,0.2,600.0
CR_571,199,50000.0,36,Default,Deposit,74541.32,149.08264000000003,Client_199,60,Brewer,Stuttgart,True,0.04,0.2,400.0
CR_572,752,5000.0,36,Default,Car,0.0,0.0,Client_752,43,Pensioner,Tuttlingen,True,0.08,0.4,160.0
CR_573,7,25000.0,12,Default,Car,27325.36,109.30144,Client_7,21,Engineer,Frankfurt,True,0.03,0.4,300.0
CR_574,344,50000.0,60,Closed,Car,55640.86,111.28172,Client_344,53,Unemployed,Vs,True,0.3,0.4,6000.0
CR_575,362,5000.0,6,Default,Deposit,0.0,0.0,Client_362,74,Unemployed,Munich,True,0.3,0.2,300.0
CR_576,574,500.0,36,Closed,Real Estate,255.57,51.114,Client_574,58,Sportsman,Tuttlingen,True,0.08,0.2,8.0
CR_577,309,50000.0,36,Closed,Car,59535.54,119.07108,Client_309,43,Police worker,Munich,True,0.04,0.4,800.0
CR_578,935,10000.0,24,Closed,Deposit,11940.97,119.4097,Client_935,27,Pensioner,Dunningen,True,0.08,0.2,160.0
CR_579,199,50000.0,60,Default,Deposit,40293.14,80.58628,Client_199,60,Brewer,Stuttgart,True,0.04,0.2,400.0
CR_580,769,10000.0,36,Active,Deposit,5848.17,58.4817,Client_769,23,Police worker,Baden-Baden,True,0.04,0.2,80.0
CR_581,54,10000.0,36,Active,Nothing,0.0,0.0,Client_54,37,Sportsman,Offenburg,True,0.08,0.8,640.0
CR_582,399,25000.0,12,Default,Car,17423.59,69.69436,Client_399,57,Sportsman,Baden-Baden,True,0.08,0.4,800.0
CR_583,230,10000.0,60,Active,Car,10431.08,104.3108,Client_230,65,Engineer,Baden-Baden,True,0.03,0.4,120.0
CR_584,124,50000.0,36,Active,Car,29512.61,59.02522,Client_124,48,Sportsman,Baden-Baden,True,0.08,0.4,1600.0
CR_585,930,1000.0,6,Closed,Deposit,636.47,63.647,Client_930,75,Director,Stuttgart,True,0.01,0.2,2.0
CR_586,166,5000.0,6,Active,Deposit,3990.58,79.8116,Client_166,40,Unemployed,Frankfurt,True,0.3,0.2,300.0
CR_587,227,5000.0,6,Closed,Nothing,0.0,0.0,Client_227,55,Manager,Stuttgart,True,0.05,0.8,200.00000000000003
CR_588,157,500.0,60,Active,Real Estate,436.85,87.37,Client_157,75,Director,Vs,True,0.01,0.2,1.0
CR_589,696,25000.0,36,Closed,Nothing,0.0,0.0,Client_696,16,Police worker,Bratslaw,False,0.048,0.8,960.0000000000001
CR_590,97,1000.0,6,Default,Deposit,1387.92,138.792,Client_97,63,Sportsman,Frankfurt,True,0.08,0.2,16.0
CR_591,505,5000.0,12,Active,Real Estate,0.0,0.0,Client_505,38,Security,Dunningen,True,0.09,0.2,90.0
CR_592,416,5000.0,6,Active,Nothing,0.0,0.0,Client_416,37,Pensioner,Dunningen,True,0.08,0.8,320.0
CR_593,701,1000.0,36,Closed,Car,1473.2,147.32,Client_701,48,Unemployed,Tuttlingen,True,0.3,0.4,120.0
CR_594,917,1000.0,12,Default,Real Estate,996.65,99.665,Client_917,51,Pensioner,Hardt,True,0.08,0.2,16.0
CR_595,720,1000.0,24,Active,Nothing,0.0,0.0,Client_720,43,Unemployed,Rottweil,True,0.3,0.8,240.0
CR_596,324,500.0,60,Default,Nothing,0.0,0.0,Client_324,51,Driver,Vs,True,0.12,0.8,48.0
CR_597,822,10000.0,12,Active,Nothing,0.0,0.0,Client_822,35,Engineer,Hamburg,True,0.03,0.8,240.0
CR_598,161,50000.0,12,Active,Nothing,0.0,0.0,Client_161,16,Sportsman,Berlin,False,0.096,0.8,3840.0000000000005
CR_599,579,50000.0,12,Closed,Nothing,0.0,0.0,Client_579,56,Engineer,Hamburg,True,0.03,0.8,1200.0
CR_600,838,5000.0,60,Default,Car,0.0,0.0,Client_838,36,Police worker,Hardt,True,0.04,0.4,80.0
CR_601,463,5000.0,6,Active,Nothing,0.0,0.0,Client_463,39,Brewer,Bratslaw,True,0.04,0.8,160.0
CR_602,274,1000.0,12,Default,Deposit,651.75,65.17500000000001,Client_274,69,Student,Hardt,True,0.25,0.2,50.0
CR_603,993,25000.0,60,Active,Car,36127.58,144.51032,Client_993,54,Director,Schramberg,True,0.01,0.4,100.0
CR_604,886,50000.0,36,Closed,Deposit,31471.82,62.94364,Client_886,28,Student,Offenburg,True,0.25,0.2,2500.0
CR_605,856,25000.0,6,Default,Car,27743.67,110.97468,Client_856,21,Brewer,Vs,True,0.04,0.4,400.0
CR_606,159,25000.0,6,Closed,Real Estate,34064.82,136.25928000000002,Client_159,18,Driver,Berlin,True,0.12,0.2,600.0
CR_607,324,50000.0,6,Closed,Real Estate,56847.6,113.6952,Client_324,51,Driver,Vs,True,0.12,0.2,1200.0
CR_608,361,10000.0,24,Active,Nothing,0.0,0.0,Client_361,16,Pensioner,Stuttgart,False,0.096,0.8,768.0000000000001
CR_609,358,1000.0,60,Closed,Deposit,1157.53,115.753,Client_358,45,Driver,Sulgen,True,0.12,0.2,24.0
CR_610,673,25000.0,24,Active,Deposit,28082.3,112.3292,Client_673,18,Sportsman,Frankfurt,True,0.08,0.2,400.0
CR_611,151,5000.0,6,Default,Real Estate,4917.35,98.347,Client_151,64,Driver,Sulgen,True,0.12,0.2,120.0
CR_612,276,25000.0,36,Closed,Real Estate,15032.41,60.12964,Client_276,43,Unemployed,Frankfurt,True,0.3,0.2,1500.0
CR_613,318,10000.0,6,Active,Car,14939.82,149.3982,Client_318,22,Director,Hardt,True,0.01,0.4,40.0
CR_614,105,500.0,36,Active,Nothing,0.0,0.0,Client_105,53,Security,Frankfurt,True,0.09,0.8,36.0
CR_615,259,5000.0,60,Closed,Nothing,0.0,0.0,Client_259,18,IT Specialist,Hardt,True,0.02,0.8,80.0
CR_616,615,500.0,6,Active,Real Estate,661.78,132.356,Client_615,36,Police worker,Rottweil,True,0.04,0.2,4.0
CR_617,674,5000.0,12,Default,Real Estate,6560.19,131.20379999999997,Client_674,48,Sportsman,Berlin,True,0.08,0.2,80.0
CR_618,694,1000.0,12,Active,Real Estate,1117.46,111.746,Client_694,46,IT Specialist,Sulgen,True,0.02,0.2,4.0
CR_619,4,5000.0,24,Closed,Real Estate,3366.5,67.33,Client_4,61,Police worker,Rottweil,True,0.04,0.2,40.0
CR_620,855,500.0,60,Closed,Nothing,0.0,0.0,Client_855,73,Security,Sulgen,True,0.09,0.8,36.0
CR_621,592,1000.0,12,Closed,Deposit,892.86,89.286,Client_592,53,Student,Frankfurt,True,0.25,0.2,50.0
CR_622,861,25000.0,12,Default,Car,36456.54,145.82616,Client_861,41,Seller,Bratslaw,True,0.06,0.4,600.0
CR_623,538,25000.0,24,Default,Car,14401.98,57.60792,Client_538,62,Security,Rottweil,True,0.09,0.4,899.9999999999999
CR_624,145,25000.0,24,Closed,Nothing,0.0,0.0,Client_145,59,Sportsman,Schramberg,True,0.08,0.8,1600.0
CR_625,534,500.0,12,Closed,Real Estate,607.11,121.422,Client_534,38,Student,Frankfurt,True,0.25,0.2,25.0
CR_626,140,5000.0,12,Active,Car,0.0,0.0,Client_140,32,Student,Frankfurt,True,0.25,0.4,500.0
CR_627,798,10000.0,12,Default,Deposit,14952.75,149.5275,Client_798,27,Director,Rottweil,True,0.01,0.2,20.0
CR_628,760,5000.0,24,Default,Deposit,0.0,0.0,Client_760,60,Police worker,Tuttlingen,True,0.04,0.2,40.0
CR_629,618,500.0,36,Closed,Real Estate,524.86,104.972,Client_618,42,Brewer,Frankfurt,True,0.04,0.2,4.0
CR_630,262,5000.0,24,Default,Deposit,0.0,0.0,Client_262,73,Security,Frankfurt,True,0.09,0.2,90.0
CR_631,215,1000.0,6,Active,Nothing,0.0,0.0,Client_215,58,Driver,Stuttgart,True,0.12,0.8,96.0
CR_632,256,5000.0,36,Active,Nothing,0.0,0.0,Client_256,67,Driver,Hardt,True,0.12,0.8,480.0
CR_633,250,25000.0,36,Closed,Real Estate,34092.83,136.37132,Client_250,20,Brewer,Hardt,True,0.04,0.2,200.0
CR_634,261,10000.0,12,Default,Car,6429.53,64.2953,Client_261,45,Pensioner,Rottweil,True,0.08,0.4,320.0
CR_635,14,10000.0,6,Closed,Deposit,11467.2,114.67200000000004,Client_14,70,Pensioner,Hardt,True,0.08,0.2,160.0
CR_636,332,50000.0,60,Closed,Deposit,30494.04,60.98808,Client_332,64,Student,Tuttlingen,True,0.25,0.2,2500.0
CR_637,396,500.0,36,Active,Car,404.38,80.876,Client_396,21,Pensioner,Schramberg,True,0.08,0.4,16.0
CR_638,34,500.0,12,Closed,Deposit,654.38,130.876,Client_34,22,Seller,Sulgen,True,0.06,0.2,6.0
CR_639,344,1000.0,12,Default,Car,1182.53,118.253,Client_344,53,Unemployed,Vs,True,0.3,0.4,120.0
CR_640,341,50000.0,60,Default,Car,29738.02,59.47604,Client_341,65,Police worker,Offenburg,True,0.04,0.4,800.0
CR_641,523,10000.0,60,Closed,Real Estate,14263.91,142.63909999999998,Client_523,22,Seller,Baden-Baden,True,0.06,0.2,120.0
CR_642,446,5000.0,6,Closed,Car,0.0,0.0,Client_446,16,Brewer,Tuttlingen,False,0.048,0.4,96.00000000000001
CR_643,397,5000.0,36,Closed,Nothing,0.0,0.0,Client_397,57,Student,Tuttlingen,True,0.25,0.8,1000.0
CR_644,819,50000.0,36,Default,Real Estate,59277.11,118.55422,Client_819,25,Engineer,Hardt,True,0.03,0.2,300.0
CR_645,232,10000.0,12,Active,Nothing,0.0,0.0,Client_232,46,Brewer,Baden-Baden,True,0.04,0.8,320.0
CR_646,2,5000.0,60,Active,Nothing,0.0,0.0,Client_2,68,IT Specialist,Munich,True,0.02,0.8,80.0
CR_647,875,50000.0,6,Active,Real Estate,52434.98,104.86996,Client_875,58,IT Specialist,Sulgen,True,0.02,0.2,200.0
CR_648,976,500.0,24,Default,Nothing,0.0,0.0,Client_976,68,Teacher,Vs,True,0.02,0.8,8.0
CR_649,783,25000.0,12,Closed,Car,16435.87,65.74348,Client_783,29,Director,Bratslaw,True,0.01,0.4,100.0
CR_650,563,1000.0,12,Default,Real Estate,1124.66,112.466,Client_563,71,Unemployed,Berlin,True,0.3,0.2,60.0
CR_651,915,500.0,12,Closed,Deposit,407.76,81.552,Client_915,28,Director,Bratslaw,True,0.01,0.2,1.0
CR_652,632,5000.0,12,Default,Deposit,3098.56,61.9712,Client_632,54,Seller,Munich,True,0.06,0.2,60.0
CR_653,596,1000.0,60,Closed,Real Estate,1336.03,133.603,Client_596,52,IT Specialist,Vs,True,0.02,0.2,4.0
CR_654,862,5000.0,24,Default,Car,6603.17,132.0634,Client_862,41,Manager,Berlin,True,0.05,0.4,100.00000000000001
