credit_id,client_id,amount,duration,status,collateral_type,collateral_value,collateral_ratio
CR_869,253,25000.0,60,Closed,Nothing,0.0,0.0
CR_870,766,15275.671406003159,6,Active,Real Estate,0.0,0.0
CR_871,350,15275.671406003159,12,Default,Nothing,0.0,0.0
CR_872,988,50000.0,6,Default,Deposit,52977.62,105.95524
CR_873,366,50000.0,24,Active,Nothing,0.0,0.0
CR_874,844,15275.671406003159,6,Closed,Car,0.0,0.0
CR_875,34,25000.0,60,Active,Nothing,0.0,0.0
CR_876,767,500.0,24,Active,Nothing,0.0,0.0
CR_877,207,5000.0,24,Active,Deposit,3663.82,73.27640000000001
CR_878,296,1000.0,12,Closed,Nothing,0.0,0.0
CR_879,761,15275.671406003159,24,Closed,Real Estate,0.0,0.0
CR_880,548,25000.0,60,Closed,Deposit,20503.89,82.01556
CR_881,103,50000.0,6,Default,Real Estate,68631.43,137.26286
CR_882,648,25000.0,60,Closed,Real Estate,20952.78,83.81111999999999
CR_883,129,5000.0,36,Default,Deposit,7345.29,146.9058
CR_884,753,50000.0,60,Active,Nothing,0.0,0.0
CR_885,655,25000.0,12,Active,Deposit,31331.98,125.32791999999999
CR_886,341,15275.671406003159,6,Active,Car,0.0,0.0
CR_887,902,50000.0,60,Closed,Deposit,67628.18,135.25635999999997
CR_888,464,10000.0,12,Closed,Deposit,12705.54,127.05540000000002
CR_889,58,1000.0,12,Closed,Real Estate,1014.0,101.4
CR_890,858,10000.0,36,Default,Real Estate,9939.01,99.3901
CR_891,589,5000.0,24,Active,Deposit,6056.76,121.1352
CR_892,269,1000.0,36,Default,Nothing,0.0,0.0
CR_893,756,5000.0,60,Closed,Deposit,7033.22,140.6644
CR_894,832,1000.0,12,Default,Deposit,1383.89,138.389
CR_895,846,5000.0,6,Closed,Deposit,4941.38,98.8276
CR_896,208,15275.671406003159,36,Closed,Real Estate,0.0,0.0
CR_897,663,25000.0,12,Closed,Real Estate,12685.72,50.74288
CR_898,509,5000.0,6,Default,Deposit,5198.04,103.9608
CR_899,130,500.0,6,Default,Deposit,336.08,67.216
CR_900,121,500.0,24,Closed,Deposit,559.55,111.91
CR_901,644,50000.0,6,Active,Nothing,0.0,0.0
CR_902,726,25000.0,24,Closed,Real Estate,14729.03,58.91612000000001
CR_903,451,500.0,24,Default,Nothing,0.0,0.0
CR_904,24,500.0,60,Closed,Nothing,0.0,0.0
CR_905,181,5000.0,60,Active,Car,4104.96,82.09920000000001
CR_906,371,1000.0,24,Default,Real Estate,1211.81,121.18100000000001
CR_907,238,50000.0,60,Default,Real Estate,71365.32,142.73064000000002
CR_908,336,25000.0,36,Active,Deposit,34595.05,138.38020000000003
CR_909,500,500.0,12,Default,Nothing,0.0,0.0
CR_910,590,500.0,6,Closed,Car,283.4,56.68
CR_911,59,25000.0,60,Closed,Real Estate,19983.33,79.93332000000001
CR_912,531,1000.0,24,Active,Real Estate,975.18,97.518
CR_913,116,50000.0,36,Default,Deposit,59665.91,119.33182
CR_914,785,10000.0,60,Closed,Real Estate,6519.52,65.19520000000001
CR_915,913,50000.0,36,Active,Deposit,50930.8,101.8616
CR_916,727,25000.0,12,Closed,Real Estate,34535.98,138.14392
CR_917,502,1000.0,36,Active,Car,678.81,67.88099999999999
CR_918,564,15275.671406003159,60,Closed,Real Estate,0.0,0.0
CR_919,310,5000.0,36,Closed,Real Estate,5412.04,108.24080000000001
CR_920,182,50000.0,24,Closed,Deposit,65146.93,130.29386
CR_921,65,5000.0,60,Default,Nothing,0.0,0.0
CR_922,234,50000.0,24,Closed,Real Estate,63978.31,127.95661999999999
CR_923,662,500.0,12,Default,Deposit,282.19,56.438
CR_924,547,10000.0,24,Closed,Nothing,0.0,0.0
CR_925,6,50000.0,36,Closed,Deposit,43074.25,86.1485
CR_926,783,25000.0,60,Closed,Nothing,0.0,0.0
CR_927,456,15275.671406003159,6,Default,Deposit,0.0,0.0
CR_928,983,50000.0,6,Closed,Deposit,51852.31,103.70462
CR_929,713,50000.0,6,Active,Real Estate,43115.91,86.23182
CR_930,97,10000.0,60,Default,Car,11200.94,112.00940000000001
CR_931,354,15275.671406003159,12,Active,Deposit,0.0,0.0
CR_932,535,500.0,12,Default,Nothing,0.0,0.0
CR_933,814,5000.0,6,Closed,Deposit,5673.74,113.47479999999999
CR_934,346,500.0,12,Default,Deposit,679.01,135.802
CR_935,69,25000.0,36,Active,Real Estate,16395.59,65.58236
CR_936,651,5000.0,60,Default,Deposit,2995.97,59.9194
CR_937,303,500.0,36,Active,Car,695.47,139.094
CR_938,577,1000.0,60,Default,Car,844.38,84.438
CR_939,973,25000.0,24,Active,Deposit,26142.59,104.57036
CR_940,613,500.0,36,Closed,Real Estate,636.83,127.366
CR_941,186,50000.0,60,Closed,Deposit,25976.37,51.95274
CR_942,915,15275.671406003159,36,Active,Real Estate,0.0,0.0
CR_943,580,50000.0,6,Default,Nothing,0.0,0.0
CR_944,951,10000.0,6,Active,Real Estate,11676.67,116.7667
CR_945,682,500.0,12,Active,Real Estate,541.41,108.28199999999998
CR_946,96,25000.0,6,Default,Real Estate,36725.72,146.90288
CR_947,965,1000.0,60,Active,Real Estate,1172.55,117.255
CR_948,862,50000.0,24,Default,Real Estate,41696.71,83.39341999999999
CR_949,8,50000.0,6,Active,Real Estate,53470.37,106.94074
CR_950,373,1000.0,60,Default,Nothing,0.0,0.0
CR_951,284,25000.0,12,Closed,Car,30458.69,121.83476
CR_952,489,10000.0,12,Active,Real Estate,10180.88,101.80879999999999
CR_953,696,50000.0,60,Default,Deposit,42589.56,85.17912
CR_954,557,25000.0,24,Default,Real Estate,22922.22,91.68888000000001
CR_955,73,25000.0,6,Closed,Car,37442.95,149.77179999999998
CR_956,753,10000.0,60,Default,Real Estate,14170.46,141.70459999999997
CR_957,447,5000.0,6,Active,Deposit,2674.11,53.4822
CR_958,345,15275.671406003159,36,Default,Nothing,0.0,0.0
CR_959,375,500.0,24,Closed,Car,618.06,123.612
CR_960,88,5000.0,12,Active,Real Estate,3582.73,71.6546
CR_961,227,25000.0,24,Closed,Real Estate,20428.84,81.71536
CR_962,259,500.0,36,Default,Deposit,653.02,130.60399999999998
CR_963,247,50000.0,60,Closed,Real Estate,25439.42,50.87883999999999
CR_964,630,10000.0,60,Closed,Nothing,0.0,0.0
CR_965,509,25000.0,6,Closed,Car,20161.22,80.64488
CR_966,361,1000.0,24,Default,Deposit,598.54,59.854
CR_967,717,15275.671406003159,36,Active,Car,0.0,0.0
CR_968,231,1000.0,36,Closed,Deposit,871.54,87.154
CR_969,941,15275.671406003159,60,Default,Deposit,0.0,0.0
CR_970,847,5000.0,6,Active,Car,6738.02,134.7604
CR_971,139,15275.671406003159,6,Active,Car,0.0,0.0
CR_972,543,1000.0,6,Default,Real Estate,988.21,98.821
CR_973,341,10000.0,12,Closed,Nothing,0.0,0.0
CR_974,849,25000.0,60,Active,Deposit,25382.76,101.53103999999999
CR_975,182,50000.0,36,Default,Real Estate,66577.38,133.15476
CR_976,154,15275.671406003159,12,Closed,Real Estate,0.0,0.0
CR_977,570,5000.0,24,Active,Real Estate,6778.17,135.5634
CR_978,989,25000.0,12,Default,Deposit,32383.88,129.53552000000002
CR_979,577,10000.0,6,Default,Car,14604.64,146.0464
CR_980,797,1000.0,6,Closed,Deposit,1406.73,140.673
CR_981,307,5000.0,12,Closed,Car,4555.41,91.1082
CR_982,460,15275.671406003159,24,Default,Car,0.0,0.0
CR_983,921,500.0,12,Closed,Car,410.2,82.04
CR_984,435,25000.0,24,Closed,Car,30944.15,123.77660000000002
CR_985,770,50000.0,36,Closed,Nothing,0.0,0.0
CR_986,593,15275.671406003159,6,Default,Car,0.0,0.0
CR_987,141,15275.671406003159,36,Active,Nothing,0.0,0.0
CR_988,915,5000.0,36,Default,Deposit,3549.31,70.9862
CR_989,642,1000.0,60,Active,Deposit,1133.89,113.38900000000001
CR_990,693,15275.671406003159,36,Default,Real Estate,0.0,0.0
CR_991,587,25000.0,36,Default,Nothing,0.0,0.0
CR_992,976,5000.0,12,Default,Real Estate,3441.07,68.8214
CR_993,687,500.0,6,Active,Real Estate,460.47,92.09400000000001
CR_994,724,50000.0,36,Default,Deposit,57934.78,115.86955999999999
CR_995,456,1000.0,6,Closed,Real Estate,686.3,68.63
CR_996,445,25000.0,36,Active,Real Estate,35396.49,141.58596
CR_997,857,500.0,36,Active,Real Estate,708.69,141.738
CR_998,435,5000.0,24,Closed,Nothing,0.0,0.0
CR_999,540,500.0,60,Closed,Deposit,343.95,68.78999999999999
CR_1000,765,25000.0,36,Active,Car,16824.44,67.29776
CR_1001,41,1000.0,24,Default,Car,662.06,66.206
CR_1002,2,1000.0,60,Default,Real Estate,1105.26,110.526
CR_1003,24,50000.0,6,Default,Car,27805.07,55.610139999999994
CR_1004,49,25000.0,36,Default,Deposit,29936.98,119.74792000000001
CR_1005,993,10000.0,6,Closed,Real Estate,6286.21,62.8621
CR_1006,953,15275.671406003159,60,Active,Real Estate,0.0,0.0
CR_1007,655,1000.0,12,Active,Real Estate,1034.18,103.418
CR_1008,235,50000.0,24,Closed,Real Estate,32085.97,64.17194
CR_1009,96,25000.0,36,Default,Deposit,14536.95,58.147800000000004
CR_1010,18,10000.0,24,Default,Nothing,0.0,0.0
CR_1011,135,15275.671406003159,60,Active,Car,0.0,0.0
CR_1012,827,50000.0,24,Default,Real Estate,73018.57,146.03714000000002
CR_1013,764,25000.0,36,Default,Real Estate,22678.26,90.71303999999999
CR_1014,411,50000.0,24,Default,Deposit,63273.46,126.54692
CR_1015,446,1000.0,6,Active,Real Estate,892.34,89.23400000000001
CR_1016,421,25000.0,60,Active,Deposit,18308.47,73.23388000000001
CR_1017,952,500.0,36,Default,Real Estate,623.97,124.79400000000001
CR_1018,748,50000.0,12,Closed,Real Estate,70856.29,141.71257999999997
CR_1019,767,500.0,24,Closed,Real Estate,425.96,85.19200000000001
CR_1020,779,1000.0,24,Active,Nothing,0.0,0.0
CR_1021,38,1000.0,24,Closed,Deposit,882.8,88.27999999999999
CR_1022,706,15275.671406003159,6,Active,Deposit,0.0,0.0
CR_1023,255,25000.0,12,Active,Car,13163.77,52.65508
CR_1024,35,1000.0,60,Default,Car,1250.7,125.07000000000002
CR_1025,266,15275.671406003159,12,Default,Real Estate,0.0,0.0
CR_1026,478,15275.671406003159,60,Closed,Car,0.0,0.0
CR_1027,462,500.0,24,Closed,Real Estate,656.39,131.27800000000002
CR_1028,537,10000.0,6,Closed,Real Estate,9520.18,95.2018
CR_1029,684,5000.0,12,Default,Car,6904.84,138.0968
CR_1030,608,500.0,36,Closed,Real Estate,335.84,67.16799999999999
CR_1031,22,25000.0,12,Active,Car,34537.61,138.15044
CR_1032,103,10000.0,12,Default,Car,5616.85,56.1685
CR_1033,384,500.0,6,Active,Nothing,0.0,0.0
CR_1034,79,50000.0,24,Active,Real Estate,64792.73,129.58545999999998
CR_1035,235,500.0,12,Closed,Nothing,0.0,0.0
CR_1036,900,500.0,36,Default,Nothing,0.0,0.0
CR_1037,272,10000.0,12,Active,Real Estate,14764.11,147.64110000000002
CR_1038,867,15275.671406003159,60,Default,Deposit,0.0,0.0
CR_1039,791,10000.0,24,Default,Real Estate,6824.32,68.24319999999999
CR_1040,23,500.0,12,Active,Nothing,0.0,0.0
CR_1041,155,5000.0,24,Default,Real Estate,7404.24,148.0848
CR_1042,510,1000.0,60,Default,Car,1236.01,123.601
CR_1043,910,50000.0,24,Default,Nothing,0.0,0.0
CR_1044,878,25000.0,24,Active,Nothing,0.0,0.0
CR_1045,164,500.0,60,Closed,Nothing,0.0,0.0
CR_1046,262,25000.0,60,Closed,Nothing,0.0,0.0
CR_1047,215,50000.0,12,Default,Car,28049.0,56.098000000000006
CR_1048,618,5000.0,60,Default,Real Estate,3646.35,72.92699999999999
CR_1049,510,10000.0,36,Active,Nothing,0.0,0.0
CR_1050,128,10000.0,12,Active,Car,14836.5,148.36499999999998
CR_1051,17,15275.671406003159,60,Default,Nothing,0.0,0.0
CR_1052,393,10000.0,12,Default,Real Estate,11704.76,117.0476
CR_1053,804,15275.671406003159,6,Default,Real Estate,0.0,0.0
CR_1054,699,1000.0,60,Default,Deposit,647.52,64.752
CR_1055,188,25000.0,36,Active,Real Estate,36579.86,146.31944000000001
CR_1056,739,15275.671406003159,12,Default,Nothing,0.0,0.0
CR_1057,154,25000.0,6,Default,Real Estate,29233.2,116.93279999999999
CR_1058,663,1000.0,60,Closed,Real Estate,618.0,61.8
CR_1059,599,10000.0,12,Default,Deposit,13210.46,132.1046
CR_1060,945,10000.0,6,Closed,Deposit,8197.84,81.97840000000001
CR_1061,980,25000.0,24,Active,Car,22109.08,88.43632
CR_1062,861,15275.671406003159,12,Active,Deposit,0.0,0.0
CR_1063,733,500.0,36,Active,Nothing,0.0,0.0
CR_1064,665,5000.0,36,Active,Nothing,0.0,0.0
CR_1065,44,1000.0,60,Default,Car,916.32,91.632
CR_1066,8,500.0,24,Default,Car,473.69,94.738
CR_1067,763,1000.0,12,Active,Car,814.38,81.438
CR_1068,798,500.0,6,Closed,Deposit,274.18,54.836
CR_1069,575,50000.0,12,Active,Car,46662.24,93.32448
CR_1070,600,10000.0,6,Default,Real Estate,13871.37,138.71370000000002
CR_1071,629,15275.671406003159,36,Closed,Deposit,0.0,0.0
CR_1072,856,500.0,6,Active,Deposit,398.2,79.64
CR_1073,821,10000.0,12,Closed,Car,10470.84,104.70839999999998
CR_1074,100,500.0,24,Default,Real Estate,688.53,137.706
CR_1075,320,25000.0,24,Closed,Nothing,0.0,0.0
CR_1076,532,25000.0,6,Closed,Nothing,0.0,0.0
CR_1077,965,50000.0,60,Active,Deposit,64256.07,128.51214
CR_1078,787,1000.0,36,Active,Deposit,538.57,53.85700000000001
CR_1079,574,500.0,6,Active,Real Estate,745.2,149.04000000000002
CR_1080,950,25000.0,6,Active,Real Estate,18356.03,73.42411999999999
CR_1081,404,5000.0,36,Closed,Deposit,5476.77,109.53540000000001
CR_1082,430,5000.0,6,Active,Real Estate,2914.49,58.28979999999999
CR_1083,108,50000.0,12,Closed,Deposit,66868.98,133.73796
CR_1084,316,50000.0,36,Default,Car,45312.39,90.62477999999999
CR_1085,460,500.0,12,Active,Car,745.99,149.198
CR_1086,65,5000.0,6,Default,Real Estate,3394.86,67.8972
CR_1087,759,50000.0,24,Active,Deposit,55409.11,110.81822000000001
CR_1088,779,5000.0,12,Default,Real Estate,7279.53,145.5906
CR_1089,985,50000.0,12,Active,Car,44152.62,88.30524000000001
CR_1090,813,1000.0,36,Active,Nothing,0.0,0.0
CR_1091,464,10000.0,60,Default,Deposit,10049.43,100.4943
CR_1092,12,25000.0,60,Active,Nothing,0.0,0.0
CR_1093,691,15275.671406003159,6,Default,Nothing,0.0,0.0
CR_1094,130,10000.0,36,Active,Car,10361.89,103.6189
CR_1095,562,5000.0,24,Default,Deposit,5511.26,110.2252
CR_1096,590,500.0,24,Active,Car,551.65,110.33
CR_1097,103,10000.0,6,Active,Real Estate,10772.05,107.7205
CR_1098,590,10000.0,6,Default,Deposit,7981.76,79.8176
CR_1099,842,15275.671406003159,12,Active,Deposit,0.0,0.0
CR_1100,610,25000.0,60,Default,Car,36373.56,145.49424
CR_1101,630,10000.0,12,Active,Deposit,14633.46,146.3346
CR_1102,426,5000.0,6,Closed,Real Estate,5350.28,107.00559999999999
CR_1103,242,500.0,36,Default,Car,339.8,67.96
CR_1104,739,1000.0,6,Closed,Real Estate,637.34,63.734
CR_1105,1,15275.671406003159,24,Closed,Real Estate,0.0,0.0
CR_1106,583,15275.671406003159,60,Default,Car,0.0,0.0
CR_1107,907,5000.0,60,Closed,Deposit,3529.93,70.5986
CR_1108,673,15275.671406003159,6,Closed,Deposit,0.0,0.0
CR_1109,742,500.0,12,Closed,Car,541.73,108.346
CR_1110,254,5000.0,24,Active,Deposit,4172.16,83.44319999999999
CR_1111,588,500.0,24,Closed,Real Estate,339.13,67.826
CR_1112,622,15275.671406003159,6,Closed,Car,0.0,0.0
CR_1113,594,25000.0,12,Active,Nothing,0.0,0.0
CR_1114,403,15275.671406003159,24,Default,Real Estate,0.0,0.0
CR_1115,80,15275.671406003159,12,Closed,Nothing,0.0,0.0
CR_1116,783,1000.0,60,Default,Nothing,0.0,0.0
CR_1117,596,15275.671406003159,24,Default,Car,0.0,0.0
CR_1118,299,500.0,36,Closed,Car,352.13,70.426
CR_1119,749,25000.0,60,Closed,Nothing,0.0,0.0
CR_1120,894,50000.0,6,Active,Real Estate,50591.55,101.18310000000001
CR_1121,374,500.0,36,Default,Real Estate,645.69,129.13800000000003
CR_1122,154,50000.0,24,Default,Nothing,0.0,0.0
CR_1123,310,25000.0,12,Active,Car,32374.3,129.4972
CR_1124,425,5000.0,36,Default,Car,6563.92,131.2784
CR_1125,869,15275.671406003159,36,Active,Real Estate,0.0,0.0
CR_1126,561,500.0,12,Default,Nothing,0.0,0.0
CR_1127,771,15275.671406003159,12,Closed,Car,0.0,0.0
CR_1128,538,15275.671406003159,36,Closed,Car,0.0,0.0
CR_1129,821,500.0,60,Default,Real Estate,645.52,129.10399999999998
CR_1130,41,10000.0,6,Closed,Real Estate,10831.93,108.31930000000001
CR_1131,491,15275.671406003159,60,Closed,Car,0.0,0.0
CR_1132,856,15275.671406003159,24,Default,Deposit,0.0,0.0
CR_1133,91,25000.0,12,Default,Car,17419.79,69.67916000000001
CR_1134,903,500.0,24,Closed,Deposit,626.54,125.30799999999999
CR_1135,875,500.0,60,Default,Car,517.4,103.47999999999999
CR_1136,426,5000.0,6,Default,Real Estate,6267.76,125.3552
CR_1137,892,50000.0,6,Closed,Deposit,29535.46,59.070919999999994
CR_1138,286,500.0,36,Default,Car,453.93,90.786
CR_1139,390,15275.671406003159,6,Closed,Real Estate,0.0,0.0
CR_1140,439,1000.0,12,Active,Car,924.65,92.465
CR_1141,655,500.0,12,Active,Deposit,610.24,122.048
CR_1142,796,25000.0,60,Closed,Deposit,22005.0,88.02
CR_1143,451,500.0,12,Default,Nothing,0.0,0.0
CR_1144,492,15275.671406003159,6,Closed,Car,0.0,0.0
CR_1145,126,5000.0,6,Default,Deposit,5614.28,112.28559999999999
CR_1146,675,25000.0,12,Active,Car,24663.42,98.65368
CR_1147,635,25000.0,12,Active,Car,36528.5,146.114
CR_1148,369,25000.0,24,Closed,Car,20413.42,81.65368
CR_1149,421,15275.671406003159,36,Active,Car,0.0,0.0
CR_1150,937,50000.0,36,Active,Nothing,0.0,0.0
CR_1151,58,50000.0,24,Default,Nothing,0.0,0.0
CR_1152,866,50000.0,12,Closed,Deposit,64649.39,129.29878
CR_1153,721,25000.0,36,Closed,Deposit,23335.19,93.34075999999999
CR_1154,439,25000.0,24,Closed,Deposit,30919.22,123.67688000000001
CR_1155,616,15275.671406003159,12,Closed,Deposit,0.0,0.0
CR_1156,705,15275.671406003159,24,Closed,Nothing,0.0,0.0
CR_1157,48,5000.0,24,Closed,Nothing,0.0,0.0
CR_1158,473,10000.0,36,Active,Real Estate,6469.35,64.6935
CR_1159,242,50000.0,6,Active,Nothing,0.0,0.0
CR_1160,849,15275.671406003159,36,Active,Real Estate,0.0,0.0
CR_1161,993,15275.671406003159,24,Default,Deposit,0.0,0.0
CR_1162,656,25000.0,60,Active,Real Estate,34744.89,138.97956
CR_1163,466,10000.0,6,Default,Deposit,14857.49,148.57489999999999
CR_1164,690,10000.0,6,Closed,Car,11423.82,114.2382
CR_1165,2,15275.671406003159,24,Default,Real Estate,0.0,0.0
CR_1166,577,5000.0,60,Active,Nothing,0.0,0.0
CR_1167,1,50000.0,12,Default,Car,30258.84,60.51768
CR_1168,101,25000.0,12,Active,Real Estate,34031.45,136.1258
CR_1169,925,10000.0,24,Active,Real Estate,7250.15,72.5015
CR_1170,669,10000.0,24,Active,Real Estate,14205.86,142.0586
CR_1171,708,15275.671406003159,36,Default,Nothing,0.0,0.0
CR_1172,587,1000.0,6,Default,Deposit,971.02,97.102
CR_1173,913,500.0,6,Default,Real Estate,621.99,124.39800000000001
CR_1174,74,500.0,24,Active,Real Estate,474.78,94.95599999999999
CR_1175,329,50000.0,24,Default,Car,46619.79,93.23958
CR_1176,793,50000.0,24,Active,Nothing,0.0,0.0
CR_1177,245,50000.0,24,Closed,Deposit,36318.29,72.63658000000001
CR_1178,329,1000.0,36,Closed,Car,1108.54,110.85399999999998
CR_1179,388,5000.0,24,Closed,Deposit,6551.73,131.0346
CR_1180,870,5000.0,36,Default,Nothing,0.0,0.0
CR_1181,416,25000.0,6,Default,Car,22234.25,88.937
CR_1182,749,15275.671406003159,24,Default,Real Estate,0.0,0.0
CR_1183,570,1000.0,12,Default,Car,760.13,76.01299999999999
CR_1184,267,1000.0,12,Closed,Real Estate,1053.46,105.346
CR_1185,242,50000.0,36,Default,Car,57044.87,114.08974
CR_1186,503,10000.0,60,Default,Deposit,7309.86,73.09859999999999
CR_1187,559,500.0,12,Default,Real Estate,619.34,123.868
CR_1188,3,50000.0,6,Active,Deposit,74810.24,149.62048000000001
CR_1189,336,50000.0,60,Active,Nothing,0.0,0.0
CR_1190,367,1000.0,36,Default,Real Estate,1234.1,123.41
CR_1191,50,5000.0,60,Default,Real Estate,4636.15,92.72299999999998
CR_1192,88,25000.0,6,Default,Car,35428.21,141.71284
CR_1193,44,1000.0,36,Closed,Real Estate,778.01,77.801
CR_1194,853,1000.0,6,Default,Car,756.62,75.66199999999999
CR_1195,573,500.0,60,Active,Car,420.62,84.124
CR_1196,172,50000.0,12,Default,Deposit,59073.03,118.14606
CR_1197,270,15275.671406003159,36,Default,Real Estate,0.0,0.0
CR_1198,375,5000.0,12,Active,Nothing,0.0,0.0
CR_1199,948,500.0,12,Default,Deposit,308.02,61.60399999999999
CR_1200,426,15275.671406003159,24,Closed,Real Estate,0.0,0.0
CR_1201,390,1000.0,12,Active,Real Estate,916.01,91.601
CR_1202,322,10000.0,6,Closed,Car,11086.7,110.867
CR_1203,373,10000.0,36,Active,Real Estate,10154.6,101.546
CR_1204,477,15275.671406003159,60,Default,Real Estate,0.0,0.0
CR_1205,604,25000.0,6,Default,Real Estate,26429.77,105.71908
CR_1206,758,25000.0,60,Closed,Deposit,14998.73,59.99491999999999
CR_1207,416,1000.0,12,Closed,Car,835.23,83.523
CR_1208,571,10000.0,12,Active,Car,8191.5,81.915
CR_1209,622,50000.0,24,Active,Car,67213.28,134.42656
CR_1210,687,50000.0,6,Default,Real Estate,32578.78,65.15755999999999
CR_1211,880,10000.0,24,Default,Real Estate,6259.1,62.59100000000001
CR_1212,571,500.0,60,Active,Car,497.71,99.542
CR_1213,719,500.0,6,Closed,Real Estate,255.12,51.024
CR_1214,603,15275.671406003159,12,Active,Real Estate,0.0,0.0
CR_1215,177,50000.0,6,Closed,Deposit,40935.18,81.87035999999999
CR_1216,61,5000.0,36,Default,Car,4903.21,98.0642
CR_1217,56,25000.0,24,Closed,Deposit,33285.49,133.14195999999998
CR_1218,11,500.0,60,Active,Car,689.08,137.816
CR_1219,855,1000.0,36,Active,Car,1430.56,143.056
CR_1220,543,10000.0,6,Closed,Car,7400.43,74.0043
CR_1221,803,1000.0,12,Default,Deposit,821.42,82.142
CR_1222,4,15275.671406003159,12,Closed,Real Estate,0.0,0.0
CR_1223,121,1000.0,60,Default,Real Estate,704.15,70.41499999999999
CR_1224,863,25000.0,24,Default,Real Estate,19997.83,79.99132000000002
CR_1225,335,5000.0,24,Default,Nothing,0.0,0.0
CR_1226,537,50000.0,12,Closed,Real Estate,64256.51,128.51302
CR_1227,571,50000.0,24,Active,Car,47224.31,94.44861999999999
CR_1228,309,50000.0,60,Default,Car,63088.82,126.17764
CR_1229,715,15275.671406003159,12,Closed,Nothing,0.0,0.0
CR_1230,637,500.0,36,Default,Car,502.67,100.534
CR_1231,438,1000.0,36,Active,Real Estate,966.39,96.639
CR_1232,935,15275.671406003159,24,Active,Car,0.0,0.0
CR_1233,754,15275.671406003159,60,Active,Nothing,0.0,0.0
CR_1234,583,5000.0,60,Closed,Car,4705.36,94.10719999999999
CR_1235,51,15275.671406003159,12,Closed,Real Estate,0.0,0.0
CR_1236,667,1000.0,12,Active,Car,1343.66,134.366
CR_1237,686,25000.0,12,Default,Nothing,0.0,0.0
CR_1238,294,50000.0,6,Default,Deposit,62078.3,124.1566
CR_1239,468,25000.0,6,Default,Deposit,34718.89,138.87555999999998
CR_1240,20,50000.0,12,Active,Car,49607.42,99.21484
CR_1241,140,10000.0,60,Default,Nothing,0.0,0.0
CR_1242,372,50000.0,24,Closed,Deposit,28612.01,57.224019999999996
CR_1243,1000,15275.671406003159,6,Closed,Car,0.0,0.0
CR_1244,989,10000.0,12,Closed,Nothing,0.0,0.0
CR_1245,19,1000.0,12,Default,Car,924.04,92.404
CR_1246,440,5000.0,24,Active,Car,4308.54,86.1708
CR_1247,744,50000.0,24,Closed,Real Estate,72750.21,145.50042000000002
CR_1248,78,50000.0,24,Active,Nothing,0.0,0.0
CR_1249,489,5000.0,12,Default,Car,5466.97,109.3394
CR_1250,581,50000.0,24,Default,Deposit,54726.4,109.4528
CR_1251,740,10000.0,60,Active,Nothing,0.0,0.0
CR_1252,642,10000.0,24,Active,Deposit,5390.61,53.9061
CR_1253,182,50000.0,24,Closed,Deposit,42411.57,84.82314
CR_1254,313,25000.0,6,Active,Car,17959.09,71.83636
CR_1255,699,1000.0,60,Active,Deposit,1054.17,105.417
CR_1256,16,1000.0,60,Default,Nothing,0.0,0.0
CR_1257,706,50000.0,12,Default,Car,48460.01,96.92002000000001
CR_1258,498,15275.671406003159,60,Closed,Real Estate,0.0,0.0
CR_1259,984,500.0,12,Active,Car,599.39,119.878
CR_1260,856,10000.0,60,Default,Car,7660.84,76.6084
CR_1261,58,10000.0,6,Closed,Car,5514.34,55.1434
CR_1262,18,25000.0,60,Closed,Real Estate,33806.38,135.22552
CR_1263,108,50000.0,60,Active,Nothing,0.0,0.0
CR_1264,438,10000.0,24,Closed,Car,6158.46,61.5846
CR_1265,900,5000.0,60,Closed,Deposit,7137.99,142.75979999999998
CR_1266,651,25000.0,12,Default,Car,14958.24,59.83296
CR_1267,425,5000.0,12,Closed,Deposit,7307.64,146.1528
CR_1268,763,15275.671406003159,60,Active,Nothing,0.0,0.0
CR_1269,907,500.0,60,Closed,Deposit,540.19,108.03800000000001
CR_1270,477,1000.0,36,Active,Car,664.89,66.489
CR_1271,763,10000.0,6,Closed,Real Estate,6610.59,66.1059
CR_1272,343,5000.0,12,Default,Car,4105.81,82.1162
CR_1273,423,1000.0,24,Active,Deposit,1276.19,127.61900000000001
CR_1274,441,50000.0,12,Default,Real Estate,27806.52,55.613040000000005
CR_1275,221,10000.0,6,Active,Car,5328.42,53.284200000000006
CR_1276,708,25000.0,36,Default,Real Estate,27653.38,110.61352
CR_1277,322,5000.0,36,Active,Nothing,0.0,0.0
CR_1278,379,25000.0,36,Active,Deposit,13685.88,54.743520000000004
CR_1279,353,10000.0,60,Default,Car,13806.71,138.0671
CR_1280,544,50000.0,6,Active,Car,41691.29,83.38258
CR_1281,69,10000.0,36,Closed,Deposit,10422.03,104.2203
CR_1282,132,50000.0,12,Default,Real Estate,41730.43,83.46086
CR_1283,780,25000.0,60,Active,Car,20856.57,83.42627999999999
CR_1284,922,10000.0,36,Closed,Real Estate,12295.81,122.9581
CR_1285,127,500.0,6,Active,Deposit,335.58,67.116
CR_1286,810,500.0,6,Default,Car,431.25,86.25
CR_1287,571,5000.0,60,Closed,Nothing,0.0,0.0
CR_1288,85,50000.0,60,Active,Real Estate,61275.21,122.55042
CR_1289,316,1000.0,36,Default,Nothing,0.0,0.0
CR_1290,402,5000.0,36,Active,Real Estate,7389.63,147.7926
CR_1291,250,50000.0,6,Closed,Car,27788.78,55.57755999999999
CR_1292,959,25000.0,6,Closed,Deposit,25423.96,101.69584
